Player;Country;Games;Win rate;KDA;Avg kills;Avg deaths;Avg assists;CSM;GPM;KP%;DMG%;DPM;VSPM;Avg WPM;Avg WCPM;Avg VWPM;GD@15;CSD@15;XPD@15;FB %;FB Victim;Penta Kills;Solo Kills
1116; TW;41;68.3%;3.8;6.6;3.9;8.3;8.4;459;64.4%;26.8;904;0.92;0.37;0.17;0.15;787;14;354;22%;4.9%;0;36
113; TR;21;38.1%;2.9;2.4;3.6;8.2;5.8;333;73.6%;17.4;452;1.26;0.27;0.3;0.23;159;-0;12;52.4%;0%;0;3
13; FR;14;35.7%;3.1;5.7;3.4;5.1;8.4;433;70%;27.0;733;1.01;0.39;0.25;0.08;169;-12;-366;28.6%;14.3%;0;3
1CE; MX;3;33.3%;2.2;1.7;3.0;5.0;8.6;377;37.8%;27.6;515;0.6;0.35;0.1;0.11;-615;4;-7;0%;0%;0;-
1Jiang; TW;28;42.9%;3.1;2.4;2.6;5.8;7.9;380;59.4%;23.5;552;1.03;0.41;0.17;0.23;-22;-;-;-;-;-;-
1xn; CN;52;28.8%;2.5;3.1;2.9;4.3;9.2;415;67.4%;25.7;634;1.12;0.36;0.35;0.1;-187;-;-;-;-;-;-
2274; TW;32;40.6%;1.9;0.9;5.6;9.4;1.0;250;60.7%;8.4;241;3.55;2.08;0.38;0.66;-284;-5;-114;21.9%;18.8%;0;1
369; CN;64;65.6%;3.4;3.0;2.8;6.3;8.3;408;56.1%;22.6;651;0.96;0.39;0.17;0.13;348;-;-;-;-;-;-
3XA; FR;40;60%;6.1;5.1;2.0;6.8;10.0;466;70.2%;28.0;766;1.3;0.45;0.36;0.12;117;6;111;30%;10%;0;6
5t5; CN;5;20%;1.0;1.0;3.8;2.8;6.7;320;69.8%;12.5;254;1.52;0.28;0.38;0.28;-327;-;-;-;-;-;-
665; TW;46;69.6%;4.7;5.3;3.3;10.3;6.7;403;64.1%;18.2;599;1.32;0.32;0.25;0.27;272;9;379;41.3%;6.5%;0;7
6onza; AR;5;20%;2.3;2.4;2.6;3.6;8.4;367;57.5%;26.7;600;1.26;0.5;0.31;0.32;-708;-17;-361;0%;0%;0;-
AKLASS; KW;37;45.9%;3.2;5.1;3.2;5.4;8.8;429;56.1%;23.7;674;0.87;0.33;0.21;0.08;201;1;24;21.6%;2.7%;1;2
AKi; CN;54;35.2%;2.5;2.8;3.9;7.0;6.1;343;68.7%;16.0;417;1.32;0.25;0.29;0.18;-304;-;-;-;-;-;-
APA; US;26;53.8%;3.8;3.3;2.4;5.6;8.7;412;69.2%;28.8;706;1.31;0.58;0.23;0.22;93;-2;25;26.9%;7.7%;0;4
APP; RS;24;58.3%;3.0;2.4;2.8;6.1;7.8;383;43.4%;21.8;595;0.7;0.24;0.11;0.08;-138;-3;-178;16.7%;4.2%;0;6
Aadam; CA;22;18.2%;1.6;2.6;4.3;4.4;8.2;386;65.2%;27.7;640;0.73;0.26;0.18;0.1;-463;-9;-218;18.2%;18.2%;0;5
Abagnale; TR;22;54.5%;3.0;0.6;4.0;11.2;1.1;245;73.6%;6.4;168;3.13;1.8;0.32;0.14;-104;0;-85;13.6%;18.2%;0;-
Abbedagge; DE;15;6.7%;1.1;2.3;4.6;2.7;8.5;380;65.2%;26.5;602;1.16;0.5;0.21;0.23;-438;-8;-471;0%;13.3%;0;8
About; KR;44;50%;3.8;5.0;2.9;6.0;9.9;465;73.6%;29.1;840;1.28;0.49;0.35;0.17;318;10;187;29.5%;15.9%;2;4
Ace2; US;3;33.3%;1.4;5.3;6.3;3.7;7.0;390;54.2%;24.5;527;0.56;0.28;0.14;0.0;-489;-22;-431;66.7%;0%;0;-
Ackerman; AR;28;46.4%;3.6;0.6;2.8;9.2;1.2;241;67.7%;8.3;223;3.51;1.74;0.41;0.48;-100;0;34;14.3%;7.1%;0;-
Adam; FR;20;25%;2.9;4.0;3.0;4.5;8.3;406;64.9%;25.8;634;1.02;0.4;0.2;0.16;315;3;-16;20%;10%;0;6
Addusto; DE;17;29.4%;2.6;3.1;3.6;6.6;8.2;387;53.3%;24.6;658;0.79;0.32;0.09;0.08;202;12;67;17.6%;17.6%;0;13
Adiogs; TW;40;42.5%;3.1;5.1;4.7;9.4;7.6;404;66%;25.8;833;0.93;0.42;0.15;0.14;-200;-11;-374;20%;10%;0;20
Advienne; NL;3;66.7%;3.6;2.0;5.7;18.7;0.4;254;72.7%;8.0;268;2.89;1.29;0.24;0.35;-201;-6;-234;66.7%;0%;0;-
Aegis; BR;14;50%;3.9;3.2;2.9;8.0;6.3;359;70.1%;13.5;364;1.25;0.23;0.29;0.21;-8;-0;70;35.7%;0%;0;-
Aeru; TN;37;48.6%;2.8;5.2;3.8;5.5;8.2;422;62.7%;22.7;661;0.73;0.32;0.15;0.06;-152;-3;58;24.3%;16.2%;0;9
Aetinoth; TR;29;69%;5.4;6.2;2.2;5.6;9.5;472;67.6%;27.3;780;1.1;0.44;0.3;0.1;0;-5;-42;34.5%;10.3%;0;8
Afriibi; LV;29;69%;5.3;5.3;2.4;7.5;9.3;463;71.4%;29.4;841;0.77;0.3;0.2;0.05;230;7;349;10.3%;13.8%;0;10
Afroboi; DE;25;44%;2.9;3.2;3.4;6.8;6.9;368;61.4%;17.5;442;1.03;0.15;0.27;0.14;172;6;288;28%;4%;0;1
Agresivoo; PL;22;50%;2.5;3.9;3.5;5.0;8.0;401;51.4%;23.1;659;0.89;0.43;0.13;0.11;138;2;-85;27.3%;13.6%;0;11
Agurin; DE;39;66.7%;3.5;4.3;3.9;9.5;7.5;416;72.8%;21.8;658;1.33;0.27;0.3;0.14;372;16;691;35.9%;5.1%;0;10
Ahn; CN;24;41.7%;3.6;3.5;2.5;5.8;9.2;419;65.7%;28.3;701;1.19;0.44;0.33;0.13;149;-;-;-;-;-;-
Aiming; KR;52;48.1%;6.0;4.1;1.7;6.1;9.7;445;70.2%;26.5;684;1.31;0.44;0.39;0.12;77;4;17;11.5%;9.6%;1;4
AisyL; VN;4;75%;3.8;6.0;3.5;7.3;9.1;445;58.2%;24.5;734;1.18;0.42;0.25;0.21;570;12;628;0%;25%;0;-
Aithusa; BR;16;62.5%;3.5;2.8;2.3;5.1;8.1;396;64.7%;23.0;550;1.03;0.42;0.21;0.19;-141;-11;-213;31.3%;0%;0;1
Aitlade; FR;9;44.4%;3.2;4.9;3.2;5.4;8.1;416;58%;24.2;663;0.58;0.27;0.11;0.05;-312;-2;-125;22.2%;22.2%;0;-
Ajwad; SA;16;50%;4.2;4.6;3.2;8.8;6.5;374;77%;17.4;477;1.08;0.21;0.25;0.14;9;-1;28;31.3%;12.5%;0;-
Alan; FR;8;50%;3.8;4.0;2.9;7.0;8.4;412;57.6%;24.7;687;0.97;0.26;0.22;0.09;267;11;362;0%;0%;0;4
Alba; PT;1;0%;2.1;8.0;7.0;7.0;7.4;387;78.9%;31.0;1052;0.73;0.05;0.2;0.05;-213;23;1;0%;0%;0;-
Ale; CN;57;61.4%;3.6;2.8;2.8;7.1;8.0;395;59.7%;21.6;569;1.01;0.44;0.15;0.16;-70;-;-;-;-;-;-
Alex; TW;6;16.7%;1.8;2.3;2.7;2.5;8.2;355;39.2%;22.4;463;0.9;0.31;0.13;0.09;-217;-3;-43;16.7%;0%;0;1
Alex234; DE;14;14.3%;1.5;1.3;4.4;5.3;5.4;307;68%;14.3;308;1.31;0.3;0.28;0.21;-370;-14;-703;35.7%;14.3%;0;-
Alitan; MX;3;33.3%;2.8;4.0;4.0;7.0;5.7;366;74.8%;17.9;375;1.23;0.3;0.23;0.24;-729;-16;-566;0%;0%;0;2
Alix; TR;22;63.6%;3.6;5.4;3.5;7.3;8.5;449;64%;27.1;807;0.82;0.28;0.19;0.08;158;1;-27;40.9%;18.2%;0;13
AlluK; AR;11;36.4%;2.5;2.4;3.7;6.9;5.8;337;78.2%;17.0;427;1.29;0.34;0.24;0.32;45;-3;1;18.2%;27.3%;0;1
Alvanai; AL;23;30.4%;2.5;4.1;4.0;5.9;8.6;418;62%;24.8;637;0.88;0.34;0.17;0.08;-238;3;-46;26.1%;8.7%;0;6
Alvaro; ES;48;54.2%;3.8;0.7;2.9;10.3;1.1;248;78.3%;7.9;186;3.72;1.98;0.44;0.5;32;-0;70;41.7%;14.6%;0;-
Andariel; TR;16;43.8%;3.3;4.7;3.1;5.5;8.1;414;74.5%;25.1;721;0.95;0.41;0.2;0.14;386;5;57;50%;6.3%;0;1
Andathy; MX;12;16.7%;2.1;3.0;5.2;7.8;5.8;339;61.6%;16.1;438;1.1;0.25;0.24;0.21;-11;-6;-282;16.7%;8.3%;0;-
Andil; KR;41;43.9%;2.5;0.5;4.0;9.5;0.9;236;67.4%;7.9;199;3.29;1.71;0.37;0.43;-115;0;-60;26.8%;7.3%;0;1
Andreus; MX;3;33.3%;2.6;4.3;3.3;4.3;8.5;385;60.1%;28.7;684;0.8;0.31;0.23;0.02;-124;-12;-169;0%;0%;0;1
Angel; CN;24;41.7%;4.3;2.7;2.0;6.1;8.4;386;63.5%;25.4;629;1.35;0.47;0.31;0.23;-26;-;-;-;-;-;-
Annie Bot; EG;5;0%;1.5;3.4;4.4;3.2;7.7;370;55%;25.2;652;0.7;0.31;0.16;0.08;-373;-6;-615;0%;20%;0;-
Anonymouss; AT;21;76.2%;2.8;5.5;5.0;8.6;6.6;413;59.8%;17.0;606;1.09;0.23;0.25;0.18;192;7;287;33.3%;23.8%;0;11
Anthrax; BE;16;37.5%;2.8;0.9;4.5;11.4;0.8;242;79.6%;8.1;220;2.84;1.59;0.17;0.34;18;-2;127;37.5%;25%;0;-
Anyone; PL;16;18.8%;2.4;3.5;3.8;5.7;8.4;399;61.7%;25.6;655;0.69;0.23;0.2;0.03;-137;-7;-107;6.3%;6.3%;0;1
AoJune; CN;28;50%;2.5;3.3;3.6;5.9;8.4;397;61.3%;26.2;697;0.83;0.37;0.14;0.14;-16;-2;-53;25%;10.7%;0;4
Aomine; VN;34;73.5%;7.7;6.3;1.9;7.9;9.5;472;68.6%;26.2;793;1.12;0.41;0.32;0.1;226;1;39;26.5%;5.9%;0;9
Aress; VN;26;50%;4.0;2.7;2.0;5.5;8.8;404;68.1%;23.8;540;1.12;0.45;0.23;0.19;-118;-4;-171;38.5%;15.4%;0;5
Aria; KR;16;18.8%;2.4;1.9;2.8;4.8;9.1;385;69.1%;27.4;625;1.25;0.36;0.31;0.23;-111;6;-38;18.8%;12.5%;0;2
Armut; TR;14;35.7%;1.7;3.0;3.6;3.4;8.9;406;44.6%;23.6;626;1.04;0.47;0.15;0.1;-168;-1;-78;0%;0%;0;1
Arnaxas; LT;17;41.2%;2.7;3.3;3.1;5.2;7.8;393;48.7%;20.2;552;0.93;0.34;0.16;0.09;-2;-3;-164;11.8%;0%;0;5
Array; US;28;50%;3.8;4.2;2.6;5.8;8.8;417;67.5%;27.3;733;1.05;0.4;0.29;0.12;116;-2;-109;21.4%;0%;0;1
Arrietty; VN;18;44.4%;3.1;3.7;3.5;7.2;8.8;419;69.5%;24.1;608;0.84;0.33;0.24;0.08;-400;-5;-47;11.1%;0%;0;2
Artemis; VN;49;53.1%;4.2;4.1;2.3;5.4;9.2;433;71.2%;25.9;623;1.07;0.37;0.32;0.13;7;-2;-139;24.5%;2%;0;4
Assum; CN;68;41.2%;3.5;4.5;3.2;6.8;9.1;434;71.9%;26.8;683;1.1;0.39;0.31;0.11;2;-;-;-;-;-;-
Asza; NL;22;40.9%;3.6;6.6;3.7;6.8;8.7;448;73.6%;31.6;911;0.88;0.33;0.22;0.07;234;14;278;45.5%;4.5%;0;6
Avarice; BG;22;54.5%;5.1;4.0;2.1;6.6;9.2;433;66.7%;28.0;710;0.78;0.28;0.24;0.06;-404;4;-120;13.6%;4.5%;0;3
Axelent; MK;34;70.6%;6.2;6.4;2.1;6.7;9.4;479;61.7%;26.0;754;0.9;0.38;0.23;0.06;232;4;108;38.2%;5.9%;0;10
Axo; BE;18;33.3%;1.6;4.1;4.9;3.8;8.2;422;52.1%;25.4;682;0.76;0.32;0.11;0.07;-342;-1;-205;16.7%;38.9%;0;15
Aytekn; TR;31;64.5%;2.8;3.5;3.2;5.5;8.0;396;46.6%;24.7;706;0.8;0.29;0.13;0.12;105;10;79;6.5%;6.5%;0;14
Ayu; BR;42;59.5%;4.8;4.4;2.1;5.9;9.3;440;64.3%;24.5;665;1.0;0.39;0.25;0.1;48;2;111;28.6%;11.9%;0;5
Azhi; TW;31;58.1%;3.5;2.4;2.1;4.9;8.1;390;55.4%;24.7;637;1.04;0.38;0.18;0.15;-39;-3;-72;12.9%;9.7%;0;10
Azu; RO;4;0%;1.3;2.8;5.5;4.3;8.0;379;60.3%;24.1;564;0.75;0.37;0.14;0.03;-1421;-20;-804;25%;0%;0;-
B Butcher; SY;37;45.9%;2.5;1.0;4.7;10.8;1.1;254;62.7%;7.1;200;3.53;1.59;0.49;0.37;124;1;-30;24.3%;16.2%;0;-
Baashh; DK;14;35.7%;3.0;4.1;3.2;5.6;6.5;369;69.6%;19.7;492;1.14;0.23;0.24;0.19;335;8;682;0%;7.1%;0;3
Baca; PT;15;40%;3.5;3.8;2.9;6.4;8.3;390;58.5%;24.2;680;1.21;0.48;0.23;0.26;-54;-2;-82;13.3%;0%;0;2
Backlund; SE;14;35.7%;2.6;2.9;2.7;4.1;8.1;368;58.5%;24.9;568;0.74;0.27;0.15;0.11;-489;-6;-215;7.1%;14.3%;1;1
Badlulu; FR;29;69%;3.3;3.7;2.8;5.4;8.2;410;51.7%;23.4;662;0.93;0.4;0.13;0.2;116;4;303;10.3%;10.3%;0;12
Baiye; CN;1;0%;1.0;2.0;3.0;1.0;9.3;416;60%;25.9;436;0.99;0.54;0.22;0.16;-79;-;-;-;-;-;-
Baki; RS;8;25%;2.3;3.0;4.3;6.6;8.0;384;63%;22.8;638;0.74;0.25;0.2;0.05;-977;-9;-113;25%;12.5%;0;-
Bala; HU;7;42.9%;2.0;2.3;3.6;4.9;7.7;364;32.3%;21.2;710;0.9;0.32;0.12;0.13;-80;6;292;14.3%;14.3%;0;2
Bananitoo; GR;14;28.6%;2.9;1.5;4.4;10.9;1.6;258;68.2%;7.4;222;3.07;1.43;0.35;0.4;106;3;-6;14.3%;7.1%;0;2
Bandit; EG;16;43.8%;4.2;4.3;2.7;7.1;6.2;371;63.8%;18.5;502;0.94;0.21;0.21;0.15;-80;-1;-107;37.5%;18.8%;0;6
Bardito; AR;17;52.9%;3.2;0.6;3.1;9.3;1.0;238;73.5%;7.5;200;3.42;1.71;0.38;0.5;-99;-1;-356;23.5%;5.9%;0;1
Barrage; NL;20;45%;2.0;2.9;4.9;6.8;6.5;366;48.5%;19.0;551;1.2;0.58;0.13;0.1;-484;-7;-258;15%;10%;0;10
BartonaR; AE;14;35.7%;3.0;3.6;3.7;7.5;7.1;368;50.9%;18.8;565;0.77;0.23;0.16;0.07;-112;-4;-109;21.4%;0%;0;3
Batuuu; TR;33;66.7%;4.4;1.5;3.4;13.6;1.0;267;72.3%;7.8;233;3.3;1.66;0.32;0.45;3;4;70;39.4%;18.2%;0;-
Baul; SE;6;50%;3.0;1.2;4.5;12.5;1.3;261;67.9%;11.5;334;3.51;1.44;0.54;0.23;332;7;4;16.7%;33.3%;0;-
Baula; CR;8;50%;5.2;0.5;2.5;12.4;1.2;254;80.7%;7.1;194;3.27;1.99;0.31;0.44;-16;7;200;75%;0%;0;-
Baus; SE;41;82.9%;1.8;3.2;5.3;6.3;8.6;430;47%;23.8;682;0.7;0.34;0.09;0.0;-112;3;-279;12.2%;29.3%;0;27
Baut; KR;22;50%;4.2;0.4;3.0;12.2;1.1;244;84.8%;8.4;210;3.65;1.87;0.43;0.54;149;0;216;40.9%;9.1%;0;-
Bazz1; CA;20;20%;3.3;3.1;2.0;3.4;9.3;406;59.2%;23.8;574;1.05;0.38;0.24;0.11;66;-5;-29;10%;10%;0;1
Bcan; NL;25;48%;3.1;4.0;3.3;6.0;8.1;400;50%;24.1;674;0.74;0.36;0.12;0.1;-448;-11;-204;8%;12%;0;10
Bdd; KR;57;56.1%;5.0;4.3;2.2;6.5;9.0;422;70.7%;26.6;678;1.13;0.48;0.2;0.25;127;1;-53;35.1%;7%;0;8
BeRr; KR;38;34.2%;1.9;0.7;5.2;8.9;1.1;237;74.2%;7.4;176;3.68;1.75;0.57;0.59;-26;1;-93;23.7%;15.8%;0;2
Bean; DE;39;61.5%;5.7;5.5;2.1;6.3;9.4;455;66.4%;24.9;752;0.78;0.32;0.2;0.07;230;7;419;20.5%;10.3%;0;6
Beichuan; CN;90;54.4%;3.4;2.4;3.2;8.5;6.8;363;70.1%;16.7;457;1.31;0.32;0.25;0.26;-50;-1;-54;10%;1.1%;0;1
Belit; PL;17;41.2%;3.3;3.1;3.8;9.5;5.5;339;79.1%;17.5;470;1.18;0.24;0.23;0.21;-451;-12;-579;23.5%;0%;0;1
Benaset; FR;14;14.3%;1.3;0.4;5.2;6.3;1.1;227;71.3%;8.7;188;3.0;1.44;0.4;0.41;-120;-1;-222;57.1%;14.3%;0;-
Benny1; CZ;10;50%;4.2;4.7;2.8;7.1;6.7;398;64.9%;15.3;416;0.82;0.09;0.18;0.06;-47;3;223;50%;10%;0;3
Berserker; KR;43;18.6%;3.1;3.0;2.2;4.0;9.5;415;64.8%;25.4;600;1.06;0.38;0.3;0.11;42;5;-30;16.3%;9.3%;0;1
BeryL; KR;52;48.1%;2.6;0.7;3.8;9.5;1.3;248;68.8%;8.5;213;3.46;1.69;0.47;0.52;49;5;243;17.3%;21.2%;0;2
BetaTwinz; MX;3;33.3%;2.1;1.3;4.3;7.7;1.1;236;67.8%;8.4;200;2.91;1.31;0.35;0.26;78;3;215;0%;0%;0;-
BetoEZ; VE;3;33.3%;2.7;0.7;4.7;12.0;1.1;258;84.1%;9.0;160;3.27;1.64;0.41;0.49;-483;-6;105;66.7%;0%;0;-
Betty; TW;31;58.1%;4.7;4.2;2.1;5.7;9.4;438;76.3%;25.9;669;1.22;0.35;0.4;0.11;-12;1;33;25.8%;16.1%;0;6
Bey0nd; AE;1;0%;1.6;2.0;5.0;6.0;5.8;302;72.7%;20.8;533;0.42;0.13;0.03;0.03;-2008;-36;-1407;0%;0%;0;1
BiIIy; TW;5;40%;3.7;2.8;4.6;14.2;5.6;345;69.4%;15.7;555;1.14;0.25;0.24;0.18;-407;-5;-348;40%;0%;0;-
Bie; VN;34;73.5%;4.9;1.9;3.0;13.1;1.2;278;71.8%;9.1;270;3.97;1.94;0.61;0.45;254;1;137;32.4%;5.9%;0;1
Bin; CN;91;62.6%;3.9;3.5;2.5;6.1;8.2;406;54.8%;22.3;622;0.93;0.37;0.16;0.14;337;6;71;3.3%;3.3%;0;7
Bio; US;22;18.2%;2.1;2.4;3.8;5.5;5.6;329;71.8%;16.0;372;1.04;0.28;0.15;0.21;-515;-16;-703;22.7%;9.1%;0;1
BioPanther; AU;14;21.4%;3.0;1.4;2.2;5.2;7.8;353;64.6%;22.9;430;0.87;0.47;0.09;0.14;-283;-13;-126;28.6%;14.3%;0;1
Biob; VN;6;50%;2.5;1.5;4.5;9.8;1.1;248;69.3%;8.1;205;3.22;1.59;0.45;0.45;-1;-3;117;33.3%;16.7%;0;-
Biofrost; CA;28;64.3%;3.9;0.5;3.1;11.4;1.1;251;76%;7.3;189;3.45;1.6;0.43;0.37;-31;2;-17;28.6%;25%;0;-
Birkyy; PL;5;80%;5.0;3.4;2.4;8.6;7.6;383;61.1%;20.1;553;0.67;0.15;0.17;0.01;-11;-7;43;60%;0%;0;2
Bisgaard; DK;15;40%;6.4;3.6;1.7;7.1;8.0;384;71.9%;26.8;668;0.66;0.29;0.14;0.06;-330;2;-154;20%;0%;1;1
Biskoo; EG;9;22.2%;1.4;0.6;6.7;8.9;0.9;228;57.1%;7.2;205;3.22;1.7;0.33;0.44;-480;-2;-322;22.2%;22.2%;0;-
Blaber; US;32;68.8%;4.8;2.9;2.6;9.5;7.0;378;76.5%;15.3;427;1.5;0.31;0.32;0.25;143;6;238;53.1%;18.8%;0;1
BlackSwan; CZ;23;34.8%;2.6;3.9;3.4;5.1;9.4;437;67.9%;26.6;685;0.82;0.31;0.19;0.06;97;5;-5;8.7%;8.7%;0;5
Blackout; PT;3;66.7%;2.4;3.3;4.0;6.3;6.3;361;41%;15.8;560;0.87;0.36;0.11;0.06;-138;6;119;0%;0%;0;-
Blender;;6;33.3%;4.1;6.7;3.2;6.2;6.2;398;77.6%;24.8;676;0.8;0.14;0.18;0.08;4;-4;-167;16.7%;0%;0;-
Blindwalker; GT;23;43.5%;2.3;2.1;4.3;7.5;5.7;329;61.8%;14.0;385;1.31;0.35;0.24;0.32;-142;-1;-192;26.1%;4.3%;0;2
Bluffing; KR;46;43.5%;2.7;0.5;4.3;11.0;1.0;245;69.3%;7.7;201;3.58;1.82;0.45;0.54;-11;1;114;37%;23.9%;0;1
Boal; BR;27;51.9%;2.8;2.9;3.0;5.4;7.9;386;57.5%;23.5;568;0.97;0.4;0.14;0.17;-208;-7;-75;22.2%;14.8%;0;9
Bobsik; CZ;26;46.2%;2.7;3.8;3.5;5.8;7.3;380;52.4%;25.0;679;0.79;0.31;0.15;0.09;-135;-7;20;15.4%;15.4%;0;24
Boda; EG;30;83.3%;4.4;5.5;2.6;5.9;8.6;453;54.8%;26.8;760;1.05;0.36;0.17;0.18;508;8;233;20%;13.3%;0;32
Bojji1; VN;18;44.4%;3.5;3.7;3.2;7.2;6.4;378;71.3%;17.5;446;1.33;0.31;0.33;0.18;-197;-3;97;38.9%;11.1%;0;2
Bola; MX;21;38.1%;2.8;5.0;3.6;5.2;8.9;427;65.3%;29.6;809;1.16;0.43;0.31;0.13;242;3;237;38.1%;14.3%;0;2
Bong; KR;19;36.8%;1.9;2.9;3.9;4.5;7.5;376;53.7%;23.7;588;0.88;0.36;0.15;0.15;-358;-15;-161;5.3%;15.8%;0;5
Bonnie; KR;22;50%;4.6;3.7;2.5;7.7;7.3;381;76.2%;16.9;423;1.51;0.29;0.33;0.24;183;9;267;54.5%;4.5%;0;3
Booki; PE;32;65.6%;5.1;4.0;2.8;10.5;5.7;360;71.5%;14.0;410;1.32;0.25;0.3;0.22;-13;-6;-101;34.4%;12.5%;0;1
Booshi; FR;49;65.3%;6.6;4.0;1.5;6.1;9.2;425;65.6%;25.6;671;0.86;0.38;0.19;0.09;-228;-8;-269;16.3%;8.2%;1;3
Boukada; FR;19;26.3%;2.0;1.6;3.5;5.6;5.8;314;72.3%;14.3;323;1.25;0.27;0.28;0.24;-260;-1;-201;15.8%;10.5%;0;-
Bradley; US;2;0%;0.7;2.5;6.5;2.0;9.4;435;53.6%;31.7;805;0.84;0.36;0.14;0.07;324;20;234;0%;0%;0;-
Brance; BR;20;45%;4.7;4.5;2.5;7.0;9.3;442;75.6%;30.0;809;1.28;0.44;0.37;0.14;150;5;315;30%;5%;0;1
Breathe; CN;67;46.3%;3.2;2.9;2.7;5.7;8.1;391;59.4%;23.1;574;1.07;0.45;0.17;0.18;85;-;-;-;-;-;-
Breezy; US;28;50%;3.7;0.9;3.0;10.1;1.0;246;74.4%;6.9;184;3.34;1.58;0.38;0.38;10;2;29;25%;10.7%;0;2
Brizz; IT;10;0%;1.8;2.7;3.3;3.4;7.3;344;57.4%;24.3;564;0.72;0.35;0.11;0.02;-704;-25;-139;30%;0%;0;2
Broeki; DE;21;38.1%;3.2;4.3;3.0;5.4;8.5;408;56.6%;23.6;648;0.91;0.34;0.24;0.1;-304;-12;-128;28.6%;9.5%;0;4
Brokenblade; DE;54;50%;2.6;2.7;2.9;4.7;7.8;382;54.1%;23.7;569;1.02;0.41;0.16;0.14;-82;-5;-47;14.8%;7.4%;0;21
BrotherLuis; DE;3;0%;0.9;0.7;7.3;6.0;0.8;217;57.7%;11.1;199;2.58;1.24;0.22;0.26;-60;-4;-180;33.3%;0%;0;1
Brucee; PE;26;57.7%;5.0;2.8;2.5;9.6;6.0;357;62.4%;14.7;455;1.42;0.32;0.26;0.27;-319;-9;-275;26.9%;3.8%;0;-
Bruno; HR;4;0%;0.7;2.5;7.0;2.5;7.2;352;53.6%;20.9;581;0.65;0.36;0.05;0.03;-1221;-19;-586;0%;50%;0;1
BuLuKaKa; HK;35;48.6%;3.5;3.7;3.1;7.0;9.0;433;54.3%;24.7;713;0.9;0.39;0.19;0.15;-10;5;-26;11.4%;2.9%;0;7
Buchi; SE;15;40%;2.3;2.7;3.3;4.7;8.3;379;49.7%;22.7;553;0.97;0.45;0.09;0.12;-253;-1;-70;20%;6.7%;0;5
Built; EE;16;50%;3.4;3.7;3.3;7.4;7.1;381;59.4%;23.3;597;0.73;0.34;0.11;0.06;51;-3;-178;12.5%;12.5%;0;8
Bull; KR;39;43.6%;3.5;3.6;2.5;5.1;9.3;421;65.4%;25.7;650;1.14;0.42;0.32;0.13;-167;-3;80;28.2%;5.1%;0;2
Bulldog; KR;43;30.2%;2.8;2.5;2.9;5.7;8.8;393;66.9%;28.3;700;1.19;0.46;0.24;0.25;-19;1;167;9.3%;7%;0;4
Bumblebee; VN;8;37.5%;3.6;4.6;3.3;7.0;8.1;418;64.2%;25.2;792;0.83;0.39;0.18;0.17;-530;-11;-216;12.5%;12.5%;0;-
Burdol; KR;2;0%;0.4;1.0;5.0;1.0;7.5;335;62.5%;23.8;409;1.25;0.39;0.28;0.19;-908;-12;-538;0%;0%;0;-
Burence; BA;4;0%;1.4;0.0;4.5;6.3;1.2;225;72.6%;10.5;214;2.39;1.28;0.23;0.23;-726;8;99;0%;0%;0;-
Busio; US;41;70.7%;4.6;0.9;2.7;11.5;1.0;251;76.1%;7.8;219;3.56;1.92;0.37;0.47;-41;-1;-156;34.1%;7.3%;0;2
Bvoy; KR;31;38.7%;3.7;3.5;2.4;5.4;9.0;414;68%;28.0;721;1.03;0.41;0.28;0.11;-39;-0;-12;22.6%;3.2%;0;2
Bwater; TW;21;28.6%;1.5;2.6;5.0;4.6;7.0;353;43.4%;22.7;584;0.81;0.39;0.11;0.13;-566;-14;-261;9.5%;23.8%;0;19
Bwipo; BE;41;70.7%;3.0;3.4;3.2;6.4;8.0;414;60.1%;24.7;691;1.07;0.45;0.18;0.16;123;1;98;22%;19.5%;0;13
C7; FR;16;18.8%;2.0;3.0;4.3;5.6;7.2;361;55.7%;19.4;482;0.88;0.35;0.16;0.1;-356;-7;-185;25%;18.8%;0;3
CBL; VN;5;0%;1.5;1.2;6.4;8.4;1.0;241;67.2%;9.6;244;2.95;1.59;0.26;0.39;-281;-0;440;20%;0%;0;-
CPM; RO;19;42.1%;2.2;1.6;2.8;4.5;7.4;348;45.2%;16.1;375;0.61;0.21;0.12;0.04;-513;-11;-42;5.3%;5.3%;0;4
Caliste; FR;41;65.9%;5.9;5.6;1.8;5.3;10.1;479;68.9%;28.4;764;1.25;0.45;0.34;0.1;70;2;119;17.1%;7.3%;0;5
Calix; KR;51;43.1%;3.3;3.2;2.4;4.9;8.9;414;62.8%;23.8;633;1.15;0.4;0.25;0.23;60;-1;-17;21.6%;11.8%;0;12
Callian; VN;36;58.3%;2.8;1.0;5.0;13.0;1.0;256;72.2%;8.3;241;3.47;1.94;0.38;0.65;-70;-1;-86;50%;8.3%;0;3
Callme; KR;33;66.7%;4.2;4.6;3.2;9.0;8.2;430;65.6%;25.3;742;1.15;0.3;0.29;0.17;85;2;-71;18.2%;6.1%;1;5
Calmsky; PT;15;40%;2.2;1.3;4.9;9.6;1.0;244;71.3%;8.8;209;3.14;1.69;0.31;0.44;-172;-1;20;20%;13.3%;0;-
Canna; KR;41;65.9%;2.9;2.7;2.7;5.1;8.2;410;51%;22.9;611;1.11;0.48;0.19;0.22;293;7;162;12.2%;12.2%;0;16
